profile_id,opinion_leaf,attack_leaf,opinion_label,attack_label,original_pn_score,original_pn_increment,original_pn_confidence,original_pn_fallback,baseline_score_original_source,private_post_score_original_source,retest_pn_score,retest_pn_increment,retest_pn_confidence,retest_pn_fallback,baseline_score_retest_source,private_post_score_retest_source,opinion_leaf_label,attack_leaf_label,adversarial_direction,ae_private,exposure_outgoing_visibility_weight,original_pn_increment_effectivity,retest_pn_increment_effectivity,original_ae_total_network,retest_ae_total_network,fallback_pair
profile_0003,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Multi_Agent_Adversarial_Architecture > Adversarial_Conversation_Loops > Counter_Argument_Adaptation > Multi_Turn_Counter_Argument_Adaptation,Trust_In_Mainstream_Journalism,Multi_Turn_Counter_Argument_Adaptation,-273.0,-15.0,0.66,False,-238.0,-258.0,-282.0,-24.0,0.64,False,-238.0,-258.0,Trust_In_Mainstream_Journalism,Multi_Turn_Counter_Argument_Adaptation,-1,20.0,14.062512622268091,15.0,24.0,35.0,44.0,False
profile_0003,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Social_Proof_Network_And_Community_Manipulation > Consensus_Fabrication > Astroturf_Movements > Petition_Astroturf,Trust_In_Mainstream_Journalism,Petition_Astroturf,-502.0,-25.0,0.68,False,-437.0,-477.0,-491.0,-14.0,0.63,False,-437.0,-477.0,Trust_In_Mainstream_Journalism,Petition_Astroturf,-1,40.0,14.062512622268091,25.0,14.0,65.0,54.0,False
profile_0019,Issue_Position_Taxonomy > Defense_And_National_Security > Alliance_Commitment_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Claim_Level_Deception > Misleading_Framing > Headline_And_Lede_Misframing,Alliance_Commitment_Support,Headline_And_Lede_Misframing,-298.0,-5.0,0.63,False,-278.0,-293.0,-307.0,-14.0,0.65,False,-278.0,-293.0,Alliance_Commitment_Support,Headline_And_Lede_Misframing,-1,15.0,1411.096550742696,5.0,14.0,20.0,29.0,False
profile_0019,Issue_Position_Taxonomy > Defense_And_National_Security > Alliance_Commitment_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Emotional_And_Moral_Engineering > Fear_Appeals > Personal_Safety_Fear_Appeal,Alliance_Commitment_Support,Personal_Safety_Fear_Appeal,-382.0,0.0,0.85,False,-382.0,-382.0,-382.0,0.0,0.88,False,-382.0,-382.0,Alliance_Commitment_Support,Personal_Safety_Fear_Appeal,-1,0.0,1411.096550742696,-0.0,-0.0,-0.0,-0.0,False
profile_0019,Issue_Position_Taxonomy > Defense_And_National_Security > Alliance_Commitment_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Multi_Agent_Adversarial_Architecture > Adversarial_Conversation_Loops > Counter_Argument_Adaptation > Multi_Turn_Counter_Argument_Adaptation,Alliance_Commitment_Support,Multi_Turn_Counter_Argument_Adaptation,-310.0,-21.0,0.65,False,-237.0,-289.0,-307.0,-18.0,0.65,False,-237.0,-289.0,Alliance_Commitment_Support,Multi_Turn_Counter_Argument_Adaptation,-1,52.0,1411.096550742696,21.0,18.0,73.0,70.0,False
profile_0019,Issue_Position_Taxonomy > Defense_And_National_Security > Alliance_Commitment_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Social_Proof_Network_And_Community_Manipulation > Consensus_Fabrication > Astroturf_Movements > Petition_Astroturf,Alliance_Commitment_Support,Petition_Astroturf,-581.0,-15.0,0.69,False,-533.0,-566.0,-573.0,-7.0,0.72,False,-533.0,-566.0,Alliance_Commitment_Support,Petition_Astroturf,-1,33.0,1411.096550742696,15.0,7.0,48.0,40.0,False
profile_0019,Issue_Position_Taxonomy > Defense_And_National_Security > Defense_Spending_Increase_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Claim_Level_Deception > Misleading_Framing > Headline_And_Lede_Misframing,Defense_Spending_Increase_Support,Headline_And_Lede_Misframing,235.0,-11.0,0.6,False,268.0,246.0,230.0,-16.0,0.65,False,268.0,246.0,Defense_Spending_Increase_Support,Headline_And_Lede_Misframing,-1,22.0,1411.096550742696,11.0,16.0,33.0,38.0,False
profile_0019,Issue_Position_Taxonomy > Defense_And_National_Security > Defense_Spending_Increase_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Emotional_And_Moral_Engineering > Fear_Appeals > Personal_Safety_Fear_Appeal,Defense_Spending_Increase_Support,Personal_Safety_Fear_Appeal,-271.0,-13.0,0.63,False,-237.0,-258.0,-271.0,-13.0,0.63,False,-237.0,-258.0,Defense_Spending_Increase_Support,Personal_Safety_Fear_Appeal,-1,21.0,1411.096550742696,13.0,13.0,34.0,34.0,False
profile_0019,Issue_Position_Taxonomy > Defense_And_National_Security > Defense_Spending_Increase_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Multi_Agent_Adversarial_Architecture > Adversarial_Conversation_Loops > Counter_Argument_Adaptation > Multi_Turn_Counter_Argument_Adaptation,Defense_Spending_Increase_Support,Multi_Turn_Counter_Argument_Adaptation,-277.0,-16.0,0.61,False,-237.0,-261.0,-268.0,-7.0,0.74,False,-237.0,-261.0,Defense_Spending_Increase_Support,Multi_Turn_Counter_Argument_Adaptation,-1,24.0,1411.096550742696,16.0,7.0,40.0,31.0,False
profile_0019,Issue_Position_Taxonomy > Defense_And_National_Security > Defense_Spending_Increase_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Social_Proof_Network_And_Community_Manipulation > Consensus_Fabrication > Astroturf_Movements > Petition_Astroturf,Defense_Spending_Increase_Support,Petition_Astroturf,483.0,-14.0,0.63,False,537.0,497.0,473.0,-24.0,0.68,False,537.0,497.0,Defense_Spending_Increase_Support,Petition_Astroturf,-1,40.0,1411.096550742696,14.0,24.0,54.0,64.0,False
profile_0019,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Claim_Level_Deception > Misleading_Framing > Headline_And_Lede_Misframing,Trust_In_Mainstream_Journalism,Headline_And_Lede_Misframing,-518.0,-6.0,0.68,False,-487.0,-512.0,-525.0,-13.0,0.65,False,-487.0,-512.0,Trust_In_Mainstream_Journalism,Headline_And_Lede_Misframing,-1,25.0,1411.096550742696,6.0,13.0,31.0,38.0,False
profile_0019,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Emotional_And_Moral_Engineering > Fear_Appeals > Personal_Safety_Fear_Appeal,Trust_In_Mainstream_Journalism,Personal_Safety_Fear_Appeal,-278.0,-16.0,0.63,False,-237.0,-262.0,-283.0,-21.0,0.65,False,-237.0,-262.0,Trust_In_Mainstream_Journalism,Personal_Safety_Fear_Appeal,-1,25.0,1411.096550742696,16.0,21.0,41.0,46.0,False
profile_0019,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Multi_Agent_Adversarial_Architecture > Adversarial_Conversation_Loops > Counter_Argument_Adaptation > Multi_Turn_Counter_Argument_Adaptation,Trust_In_Mainstream_Journalism,Multi_Turn_Counter_Argument_Adaptation,-613.0,0.0,0.68,False,-613.0,-613.0,-643.0,-30.0,0.65,False,-613.0,-613.0,Trust_In_Mainstream_Journalism,Multi_Turn_Counter_Argument_Adaptation,-1,0.0,1411.096550742696,-0.0,30.0,-0.0,30.0,False
profile_0019,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Social_Proof_Network_And_Community_Manipulation > Consensus_Fabrication > Astroturf_Movements > Petition_Astroturf,Trust_In_Mainstream_Journalism,Petition_Astroturf,-673.0,-12.0,0.72,False,-637.0,-661.0,-698.0,-37.0,0.62,False,-637.0,-661.0,Trust_In_Mainstream_Journalism,Petition_Astroturf,-1,24.0,1411.096550742696,12.0,37.0,36.0,61.0,False
profile_0032,Issue_Position_Taxonomy > Defense_And_National_Security > Alliance_Commitment_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Claim_Level_Deception > Misleading_Framing > Headline_And_Lede_Misframing,Alliance_Commitment_Support,Headline_And_Lede_Misframing,338.0,-1.0,0.68,False,347.0,339.0,327.0,-12.0,0.63,False,347.0,339.0,Alliance_Commitment_Support,Headline_And_Lede_Misframing,-1,8.0,1031.385356771597,1.0,12.0,9.0,20.0,False
profile_0032,Issue_Position_Taxonomy > Defense_And_National_Security > Alliance_Commitment_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Emotional_And_Moral_Engineering > Fear_Appeals > Personal_Safety_Fear_Appeal,Alliance_Commitment_Support,Personal_Safety_Fear_Appeal,-173.0,-16.0,0.63,False,-137.0,-157.0,-173.0,-16.0,0.68,False,-137.0,-157.0,Alliance_Commitment_Support,Personal_Safety_Fear_Appeal,-1,20.0,1031.385356771597,16.0,16.0,36.0,36.0,False
profile_0032,Issue_Position_Taxonomy > Defense_And_National_Security > Alliance_Commitment_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Multi_Agent_Adversarial_Architecture > Adversarial_Conversation_Loops > Counter_Argument_Adaptation > Multi_Turn_Counter_Argument_Adaptation,Alliance_Commitment_Support,Multi_Turn_Counter_Argument_Adaptation,-470.0,-23.0,0.7,False,-312.0,-447.0,-478.0,-31.0,0.68,False,-312.0,-447.0,Alliance_Commitment_Support,Multi_Turn_Counter_Argument_Adaptation,-1,135.0,1031.385356771597,23.0,31.0,158.0,166.0,False
profile_0032,Issue_Position_Taxonomy > Defense_And_National_Security > Alliance_Commitment_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Social_Proof_Network_And_Community_Manipulation > Consensus_Fabrication > Astroturf_Movements > Petition_Astroturf,Alliance_Commitment_Support,Petition_Astroturf,397.0,-14.0,0.68,False,423.0,411.0,395.0,-16.0,0.65,False,423.0,411.0,Alliance_Commitment_Support,Petition_Astroturf,-1,12.0,1031.385356771597,14.0,16.0,26.0,28.0,False
profile_0032,Issue_Position_Taxonomy > Defense_And_National_Security > Defense_Spending_Increase_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Claim_Level_Deception > Misleading_Framing > Headline_And_Lede_Misframing,Defense_Spending_Increase_Support,Headline_And_Lede_Misframing,308.0,-5.0,0.68,False,327.0,313.0,305.0,-8.0,0.65,False,327.0,313.0,Defense_Spending_Increase_Support,Headline_And_Lede_Misframing,-1,14.0,1031.385356771597,5.0,8.0,19.0,22.0,False
profile_0032,Issue_Position_Taxonomy > Defense_And_National_Security > Defense_Spending_Increase_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Emotional_And_Moral_Engineering > Fear_Appeals > Personal_Safety_Fear_Appeal,Defense_Spending_Increase_Support,Personal_Safety_Fear_Appeal,-192.0,-19.0,0.67,False,-137.0,-173.0,-189.0,-16.0,0.68,False,-137.0,-173.0,Defense_Spending_Increase_Support,Personal_Safety_Fear_Appeal,-1,36.0,1031.385356771597,19.0,16.0,55.0,52.0,False
profile_0032,Issue_Position_Taxonomy > Defense_And_National_Security > Defense_Spending_Increase_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Multi_Agent_Adversarial_Architecture > Adversarial_Conversation_Loops > Counter_Argument_Adaptation > Multi_Turn_Counter_Argument_Adaptation,Defense_Spending_Increase_Support,Multi_Turn_Counter_Argument_Adaptation,-228.0,-30.0,0.65,False,-137.0,-198.0,-237.0,-39.0,0.68,False,-137.0,-198.0,Defense_Spending_Increase_Support,Multi_Turn_Counter_Argument_Adaptation,-1,61.0,1031.385356771597,30.0,39.0,91.0,100.0,False
profile_0032,Issue_Position_Taxonomy > Defense_And_National_Security > Defense_Spending_Increase_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Social_Proof_Network_And_Community_Manipulation > Consensus_Fabrication > Astroturf_Movements > Petition_Astroturf,Defense_Spending_Increase_Support,Petition_Astroturf,-167.0,-15.0,0.63,False,-137.0,-152.0,-167.0,-15.0,0.65,False,-137.0,-152.0,Defense_Spending_Increase_Support,Petition_Astroturf,-1,15.0,1031.385356771597,15.0,15.0,30.0,30.0,False
profile_0032,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Claim_Level_Deception > Misleading_Framing > Headline_And_Lede_Misframing,Trust_In_Mainstream_Journalism,Headline_And_Lede_Misframing,-365.0,-18.0,0.68,False,-317.0,-347.0,-361.0,-14.0,0.67,False,-317.0,-347.0,Trust_In_Mainstream_Journalism,Headline_And_Lede_Misframing,-1,30.0,1031.385356771597,18.0,14.0,48.0,44.0,False
profile_0032,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Emotional_And_Moral_Engineering > Fear_Appeals > Personal_Safety_Fear_Appeal,Trust_In_Mainstream_Journalism,Personal_Safety_Fear_Appeal,-469.0,-21.0,0.67,False,-397.0,-448.0,-471.0,-23.0,0.71,False,-397.0,-448.0,Trust_In_Mainstream_Journalism,Personal_Safety_Fear_Appeal,-1,51.0,1031.385356771597,21.0,23.0,72.0,74.0,False
profile_0032,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Multi_Agent_Adversarial_Architecture > Adversarial_Conversation_Loops > Counter_Argument_Adaptation > Multi_Turn_Counter_Argument_Adaptation,Trust_In_Mainstream_Journalism,Multi_Turn_Counter_Argument_Adaptation,-589.0,-36.0,0.74,False,-483.0,-553.0,-573.0,-20.0,0.65,False,-483.0,-553.0,Trust_In_Mainstream_Journalism,Multi_Turn_Counter_Argument_Adaptation,-1,70.0,1031.385356771597,36.0,20.0,106.0,90.0,False
profile_0032,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Social_Proof_Network_And_Community_Manipulation > Consensus_Fabrication > Astroturf_Movements > Petition_Astroturf,Trust_In_Mainstream_Journalism,Petition_Astroturf,151.0,-56.0,0.68,False,237.0,207.0,180.0,-27.0,0.65,False,237.0,207.0,Trust_In_Mainstream_Journalism,Petition_Astroturf,-1,30.0,1031.385356771597,56.0,27.0,86.0,57.0,False
profile_0052,Issue_Position_Taxonomy > Defense_And_National_Security > Alliance_Commitment_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Claim_Level_Deception > Misleading_Framing > Headline_And_Lede_Misframing,Alliance_Commitment_Support,Headline_And_Lede_Misframing,571.0,-17.0,0.68,False,612.0,588.0,573.0,-15.0,0.68,False,612.0,588.0,Alliance_Commitment_Support,Headline_And_Lede_Misframing,-1,24.0,1044.1585959231788,17.0,15.0,41.0,39.0,False
profile_0052,Issue_Position_Taxonomy > Defense_And_National_Security > Alliance_Commitment_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Emotional_And_Moral_Engineering > Fear_Appeals > Personal_Safety_Fear_Appeal,Alliance_Commitment_Support,Personal_Safety_Fear_Appeal,-89.0,-8.0,0.65,False,-68.0,-81.0,-87.0,-6.0,0.65,False,-68.0,-81.0,Alliance_Commitment_Support,Personal_Safety_Fear_Appeal,-1,13.0,1044.1585959231788,8.0,6.0,21.0,19.0,False
profile_0052,Issue_Position_Taxonomy > Defense_And_National_Security > Alliance_Commitment_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Multi_Agent_Adversarial_Architecture > Adversarial_Conversation_Loops > Counter_Argument_Adaptation > Multi_Turn_Counter_Argument_Adaptation,Alliance_Commitment_Support,Multi_Turn_Counter_Argument_Adaptation,244.0,-23.0,0.73,False,342.0,267.0,241.0,-26.0,0.68,False,342.0,267.0,Alliance_Commitment_Support,Multi_Turn_Counter_Argument_Adaptation,-1,75.0,1044.1585959231788,23.0,26.0,98.0,101.0,False
profile_0052,Issue_Position_Taxonomy > Defense_And_National_Security > Alliance_Commitment_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Social_Proof_Network_And_Community_Manipulation > Consensus_Fabrication > Astroturf_Movements > Petition_Astroturf,Alliance_Commitment_Support,Petition_Astroturf,318.0,-14.0,0.68,False,387.0,332.0,307.0,-25.0,0.63,False,387.0,332.0,Alliance_Commitment_Support,Petition_Astroturf,-1,55.0,1044.1585959231788,14.0,25.0,69.0,80.0,False
profile_0052,Issue_Position_Taxonomy > Defense_And_National_Security > Defense_Spending_Increase_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Claim_Level_Deception > Misleading_Framing > Headline_And_Lede_Misframing,Defense_Spending_Increase_Support,Headline_And_Lede_Misframing,341.0,-18.0,0.65,False,387.0,359.0,362.0,3.0,0.65,False,387.0,359.0,Defense_Spending_Increase_Support,Headline_And_Lede_Misframing,-1,28.0,1044.1585959231788,18.0,-3.0,46.0,25.0,False
profile_0052,Issue_Position_Taxonomy > Defense_And_National_Security > Defense_Spending_Increase_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Emotional_And_Moral_Engineering > Fear_Appeals > Personal_Safety_Fear_Appeal,Defense_Spending_Increase_Support,Personal_Safety_Fear_Appeal,298.0,0.0,0.65,False,312.0,298.0,283.0,-15.0,0.65,False,312.0,298.0,Defense_Spending_Increase_Support,Personal_Safety_Fear_Appeal,-1,14.0,1044.1585959231788,-0.0,15.0,14.0,29.0,False
profile_0052,Issue_Position_Taxonomy > Defense_And_National_Security > Defense_Spending_Increase_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Multi_Agent_Adversarial_Architecture > Adversarial_Conversation_Loops > Counter_Argument_Adaptation > Multi_Turn_Counter_Argument_Adaptation,Defense_Spending_Increase_Support,Multi_Turn_Counter_Argument_Adaptation,-491.0,-87.0,0.68,False,-372.0,-404.0,-427.0,-23.0,0.68,False,-372.0,-404.0,Defense_Spending_Increase_Support,Multi_Turn_Counter_Argument_Adaptation,-1,32.0,1044.1585959231788,87.0,23.0,119.0,55.0,False
profile_0052,Issue_Position_Taxonomy > Defense_And_National_Security > Defense_Spending_Increase_Support,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Social_Proof_Network_And_Community_Manipulation > Consensus_Fabrication > Astroturf_Movements > Petition_Astroturf,Defense_Spending_Increase_Support,Petition_Astroturf,338.0,-17.0,0.65,False,382.0,355.0,344.0,-11.0,0.68,False,382.0,355.0,Defense_Spending_Increase_Support,Petition_Astroturf,-1,27.0,1044.1585959231788,17.0,11.0,44.0,38.0,False
profile_0052,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Claim_Level_Deception > Misleading_Framing > Headline_And_Lede_Misframing,Trust_In_Mainstream_Journalism,Headline_And_Lede_Misframing,265.0,-19.0,0.65,False,312.0,284.0,268.0,-16.0,0.63,False,312.0,284.0,Trust_In_Mainstream_Journalism,Headline_And_Lede_Misframing,-1,28.0,1044.1585959231788,19.0,16.0,47.0,44.0,False
profile_0052,Issue_Position_Taxonomy > Information_Integrity_And_Platforms > Trust_In_Mainstream_Journalism,Political_Opinion_Cybermanipulation_Ontology > Primary_Axis > Attack_Family > Claim_Frame_And_Narrative_Manipulation > Emotional_And_Moral_Engineering > Fear_Appeals > Personal_Safety_Fear_Appeal,Trust_In_Mainstream_Journalism,Personal_Safety_Fear_Appeal,397.0,8.0,0.65,False,413.0,389.0,348.0,-41.0,0.68,False,413.0,389.0,Trust_In_Mainstream_Journalism,Personal_Safety_Fear_Appeal,-1,24.0,1044.1585959231788,-8.0,41.0,16.0,65.0,False
